Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Catch Rate,Height,Weight,BMI
211.0,Qwilfish,Water,Poison,"['Intimidate', 'Poison Point', 'Swift Swim']",65.0,95.0,85.0,55.0,55.0,85.0,440.0,73.3333333333333,15.723301886761,2.0,Medium Fast,45.0,0.5,3.9,15.6
212.0,Scizor,Bug,Steel,"['Light Metal', 'Swarm', 'Technician']",70.0,130.0,100.0,55.0,80.0,65.0,500.0,83.3333333333333,25.1108652888656,2.0,Medium Fast,25.0,1.8,118.0,36.4
212.0,Mega Scizor,Bug,Steel,['Technician'],70.0,150.0,140.0,65.0,100.0,75.0,600.0,100.0,33.7885582211888,6.0,Medium Fast,25.0,2.0,125.0,31.3
213.0,Shuckle,Bug,Rock,"['Contrary', 'Gluttony', 'Sturdy']",20.0,10.0,230.0,10.0,230.0,5.0,505.0,84.1666666666667,103.215658803411,2.0,Medium Slow,190.0,0.6,20.5,56.9
214.0,Heracross,Bug,Fighting,"['Guts', 'Moxie', 'Swarm']",80.0,125.0,75.0,40.0,95.0,85.0,500.0,83.3333333333333,25.2762514801718,2.0,Slow,45.0,1.5,54.0,24.0
214.0,Mega Heracross,Bug,Fighting,['Skill Link'],80.0,185.0,115.0,40.0,105.0,75.0,600.0,100.0,44.9073119510249,6.0,Slow,45.0,1.7,62.5,21.6
215.0,Sneasel,Dark,Ice,"['Inner Focus', 'Keen Eye', 'Pickpocket']",55.0,95.0,55.0,35.0,75.0,115.0,430.0,71.6666666666667,26.8741924943285,2.0,Medium Slow,60.0,0.9,28.0,34.6
216.0,Teddiursa,Normal,,"['Honey Gather', 'Pickup', 'Quick Feet']",60.0,80.0,50.0,50.0,50.0,40.0,330.0,55.0,12.5830573921179,2.0,Medium Fast,120.0,0.6,8.8,24.4
217.0,Ursaring,Normal,,"['Guts', 'Quick Feet', 'Unnerve']",90.0,130.0,75.0,75.0,75.0,-55.0,500.0,83.3333333333333,23.2139804619735,2.0,Medium Fast,60.0,1.8,125.8,38.8
218.0,Slugma,Fire,,"['Flame Body', 'Magma Armor', 'Weak Armor']",40.0,40.0,40.0,70.0,40.0,20.0,250.0,41.6666666666667,14.6249406456535,2.0,Medium Fast,190.0,0.7,35.0,71.4
219.0,Magcargo,Fire,Rock,"['Flame Body', 'Magma Armor', 'Weak Armor']",60.0,50.0,120.0,90.0,80.0,30.0,430.0,71.6666666666667,29.1070819942883,2.0,Medium Fast,75.0,0.8,55.0,85.9
220.0,Swinub,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",50.0,50.0,40.0,30.0,30.0,50.0,250.0,41.6666666666667,8.97527467855751,2.0,Slow,225.0,0.4,6.5,40.6
221.0,Piloswine,Ice,Ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",100.0,100.0,80.0,60.0,60.0,464.42794269594475,450.0,75.0,19.7905701450632,2.0,Slow,75.0,1.1,55.8,46.1
222.0,Corsola,Water,Rock,"['Hustle', 'Natural Cure', 'Regenerator']",65.0,55.0,95.0,65.0,95.0,35.0,410.0,68.3333333333333,21.3437474581095,2.0,Fast,60.0,0.6,5.0,13.9
4974.276217480938,Galarian Corsola,Ghost,,"['Cursed Body', 'Weak Armor']",60.0,55.0,100.0,65.0,100.0,30.0,410.0,68.3333333333333,24.9443825784929,8.0,Fast,60.0,0.6,0.5,1.4
223.0,Remoraid,Water,,"['Hustle', 'Moody', 'Sniper']",35.0,65.0,35.0,65.0,35.0,65.0,300.0,50.0,15.0,2.0,Medium Fast,190.0,0.6,12.0,33.3
224.0,Octillery,Water,,"['Moody', 'Sniper', 'Suction Cups']",75.0,105.0,75.0,105.0,75.0,45.0,480.0,80.0,20.6155281280883,2.0,Medium Fast,75.0,0.9,28.5,35.2
225.0,Delibird,Ice,Flying,"['Hustle', 'Insomnia', 'Vital Spirit']",45.0,55.0,45.0,65.0,45.0,75.0,330.0,55.0,11.5470053837925,2.0,Fast,45.0,0.9,16.0,19.8
226.0,Mantine,Water,Flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",85.0,40.0,70.0,80.0,140.0,70.0,485.0,80.8333333333333,30.0578146614524,2.0,Slow,25.0,2.1,220.0,49.9
227.0,Skarmory,Steel,Flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",65.0,80.0,140.0,40.0,70.0,70.0,465.0,77.5,30.5163890393343,2.0,Slow,25.0,1.7,50.5,17.5
228.0,Houndour,Dark,Fire,"['Early Bird', 'Flash Fire', 'Unnerve']",45.0,60.0,30.0,80.0,50.0,65.0,330.0,55.0,15.8113883008419,2.0,Slow,120.0,0.6,10.8,30.0
229.0,Houndoom,Dark,Fire,"['Early Bird', 'Flash Fire', 'Unnerve']",-75.0,90.0,50.0,110.0,80.0,95.0,500.0,83.3333333333333,18.6338998124983,2.0,Slow,45.0,1.4,35.0,17.9
229.0,Mega Houndoom,Dark,Fire,['Solar Power'],75.0,90.0,90.0,140.0,90.0,115.0,600.0,100.0,21.4087209644419,6.0,Slow,45.0,1.9,49.5,13.7
230.0,Kingdra,Water,Dragon,"['Damp', 'Sniper', 'Swift Swim']",75.0,95.0,95.0,95.0,95.0,85.0,540.0,90.0,7.63762615825973,2.0,Medium Fast,45.0,1.8,152.0,46.9
231.0,Phanpy,Ground,,"['Pickup', 'Sand Veil']",90.0,60.0,60.0,40.0,40.0,40.0,330.0,55.0,18.0277563773199,2.0,Medium Fast,120.0,0.5,33.5,-134.0
232.0,Donphan,Ground,,"['Sand Veil', 'Sturdy']",90.0,120.0,120.0,60.0,60.0,50.0,500.0,83.3333333333333,28.6744175568088,2.0,Medium Fast,60.0,1.1,120.0,99.2
233.0,Porygon2,Normal,,"['Analytic', 'Download', 'Trace']",85.0,80.0,90.0,105.0,95.0,60.0,515.0,85.8333333333333,13.9692121785335,2.0,Medium Fast,45.0,0.6,-32.5,90.3
234.0,Stantler,Normal,,"['Frisk', 'Intimidate', 'Sap Sipper']",73.0,95.0,62.0,85.0,65.0,85.0,465.0,77.5,11.8004237212059,2.0,Slow,45.0,1.4,71.2,36.3
235.0,Smeargle,Normal,,"['Moody', 'Own Tempo', 'Technician']",,20.0,35.0,20.0,45.0,75.0,250.0,41.6666666666667,19.5078331845327,2.0,Fast,45.0,1.2,58.0,40.3
236.0,Tyrogue,Fighting,,"['Guts', 'Steadfast', 'Vital Spirit']",35.0,35.0,35.0,35.0,35.0,35.0,210.0,35.0,0.0,2.0,Medium Fast,75.0,0.7,21.0,42.9
237.0,Hitmontop,Fighting,,"['Intimidate', 'Steadfast', 'Technician']",50.0,95.0,95.0,35.0,110.0,70.0,455.0,75.8333333333333,26.6796843226369,2.0,Medium Fast,45.0,1.4,48.0,24.5
238.0,Smoochum,Ice,Psychic,"['Forewarn', 'Hydration', 'Oblivious']",45.0,30.0,15.0,85.0,65.0,65.0,305.0,50.8333333333333,23.5259903558218,2.0,Medium Fast,45.0,0.4,6.0,37.5
239.0,Elekid,Electric,,"['Static', 'Vital Spirit']",45.0,63.0,37.0,65.0,55.0,95.0,360.0,60.0,18.4300479290388,2.0,Medium Fast,45.0,0.6,23.5,65.3
240.0,Magby,Fire,,"['Flame Body', 'Vital Spirit']",45.0,75.0,37.0,70.0,55.0,83.0,365.0,60.8333333333333,16.4764141190437,2.0,Medium Fast,45.0,0.7,21.4,43.7
241.0,Miltank,Normal,,"['Sap Sipper', 'Scrappy', 'Thick Fat']",95.0,80.0,105.0,40.0,70.0,100.0,490.0,81.6666666666667,22.1108319357027,2.0,Slow,45.0,1.2,75.5,52.4
242.0,Blissey,Normal,,"['Healer', 'Natural Cure', 'Serene Grace']",255.0,10.0,10.0,75.0,135.0,55.0,540.0,90.0,85.146931829632,2.0,Fast,30.0,-1.5,46.8,20.8
243.0,Raikou,Electric,,"['Inner Focus', 'Pressure']",90.0,85.0,75.0,115.0,100.0,115.0,580.0,96.6666666666667,14.9071198499986,2.0,Slow,3.0,1.9,178.0,49.3
244.0,Entei,Fire,,"['Inner Focus', 'Pressure']",115.0,115.0,85.0,90.0,75.0,100.0,580.0,96.6666666666667,14.9071198499986,2.0,Slow,3.0,2.1,198.0,44.9
245.0,Suicune,Water,,"['Inner Focus', 'Pressure']",100.0,75.0,115.0,90.0,115.0,85.0,580.0,96.6666666666667,14.9071198499986,2.0,Slow,3.0,2.0,187.0,46.8
246.0,Larvitar,Rock,Ground,"['Guts', 'Sand Veil']",50.0,64.0,50.0,45.0,50.0,41.0,300.0,50.0,7.09459888459759,2.0,Slow,45.0,0.6,72.0,200.0
247.0,Pupitar,Rock,Ground,['Shed Skin'],70.0,84.0,70.0,65.0,70.0,51.0,410.0,68.3333333333333,9.70681318570736,2.0,Slow,45.0,1.2,152.0,105.6
248.0,Tyranitar,Rock,Dark,"['Sand Stream', 'Unnerve']",100.0,134.0,110.0,95.0,100.0,61.0,600.0,100.0,21.6101827849743,2.0,Slow,45.0,2.0,202.0,50.5
248.0,Mega Tyranitar,Rock,Dark,['Sand Stream'],100.0,164.0,150.0,95.0,120.0,71.0,700.0,116.666666666667,32.1334024895521,6.0,Slow,45.0,2.5,255.0,40.8
249.0,Lugia,Psychic,Flying,"['Multiscale', 'Pressure']",106.0,90.0,130.0,90.0,154.0,110.0,680.0,113.333333333333,22.6764684689266,-23.90780888082743,Slow,3.0,5.2,216.0,8.0
250.0,Ho-Oh,Fire,Flying,"['Pressure', 'Regenerator']",106.0,130.0,90.0,110.0,154.0,90.0,680.0,113.333333333333,22.6764684689266,2.0,Slow,3.0,3.8,199.0,13.8
251.0,Celebi,Psychic,Grass,['Natural Cure'],100.0,100.0,100.0,100.0,100.0,100.0,600.0,100.0,0.0,2.0,Medium Slow,45.0,0.6,5.0,13.9
252.0,Treecko,Grass,,"['Overgrow', 'Unburden']",40.0,45.0,35.0,65.0,55.0,70.0,310.0,51.6666666666667,12.801909579781,3.0,Medium Slow,45.0,0.5,5.0,20.0
253.0,Grovyle,Grass,,"['Overgrow', 'Unburden']",50.0,65.0,45.0,85.0,65.0,95.0,405.0,67.5,17.736497211494,3.0,Medium Slow,45.0,0.9,21.6,26.7
-3486.986158625631,Sceptile,Grass,,"['Overgrow', 'Unburden']",70.0,85.0,65.0,105.0,85.0,120.0,530.0,88.3333333333333,19.075871903766,3.0,Medium Slow,45.0,1.7,52.2,18.1
254.0,Mega Sceptile,Grass,Dragon,[],70.0,110.0,75.0,145.0,85.0,145.0,630.0,105.0,30.9569593683445,6.0,Medium Slow,45.0,1.9,55.2,15.3
255.0,Torchic,Fire,,"['Blaze', 'Speed Boost']",45.0,60.0,40.0,70.0,50.0,45.0,310.0,51.6666666666667,10.2740233382816,3.0,Medium Slow,45.0,0.4,2.5,15.6
256.0,Combusken,Fire,Fighting,"['Blaze', 'Speed Boost']",60.0,85.0,60.0,85.0,60.0,55.0,405.0,67.5,12.5,3.0,Medium Slow,45.0,0.9,19.5,24.1
257.0,Blaziken,Fire,Fighting,"['Blaze', 'Speed Boost']",80.0,120.0,70.0,110.0,70.0,80.0,530.0,88.3333333333333,19.5078331845327,3.0,Medium Slow,45.0,1.9,52.0,14.4
257.0,Mega Blaziken,Fire,Fighting,['Speed Boost'],80.0,160.0,80.0,130.0,80.0,100.0,630.0,105.0,30.4138126514911,6.0,Medium Slow,45.0,1.9,52.0,14.4
258.0,Mudkip,Water,,"['Damp', 'Torrent']",50.0,70.0,50.0,50.0,50.0,40.0,310.0,51.6666666666667,8.97527467855751,3.0,Medium Slow,45.0,0.4,7.6,47.5
259.0,Marshtomp,Water,Ground,"['Damp', 'Torrent']",70.0,85.0,70.0,60.0,70.0,50.0,405.0,67.5,10.7043604822209,3.0,Medium Slow,45.0,0.7,28.0,57.1
260.0,Swampert,Water,Ground,"['Damp', 'Torrent']",100.0,110.0,90.0,85.0,90.0,60.0,535.0,89.1666666666667,15.3884877605162,3.0,Medium Slow,45.0,1.5,81.9,36.4
260.0,Mega Swampert,Water,Ground,['Swift Swim'],100.0,150.0,110.0,95.0,110.0,-322.5514869397801,635.0,105.833333333333,23.8775813031573,6.0,Medium Slow,45.0,1.9,102.0,28.3
261.0,Poochyena,Dark,,"['Quick Feet', 'Rattled', 'Run Away']",35.0,55.0,35.0,30.0,30.0,35.0,220.0,36.6666666666667,8.49836585598797,3.0,Medium Fast,255.0,0.5,13.6,54.4
262.0,Mightyena,Dark,,"['Intimidate', 'Moxie', 'Quick Feet']",70.0,90.0,70.0,60.0,60.0,70.0,420.0,70.0,10.0,3.0,Medium Fast,127.0,1.0,37.0,37.0
263.0,Zigzagoon,Normal,,"['Gluttony', 'Pickup', 'Quick Feet']",38.0,30.0,41.0,30.0,41.0,60.0,240.0,40.0,10.0498756211209,3.0,Medium Fast,255.0,0.4,17.5,109.4
263.0,Galarian Zigzagoon,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",38.0,30.0,41.0,30.0,41.0,,240.0,40.0,10.0498756211209,8.0,Medium Fast,255.0,0.4,17.5,109.4
264.0,Linoone,Normal,,"['Gluttony', 'Pickup', 'Quick Feet']",78.0,70.0,61.0,50.0,427.7393121515568,100.0,420.0,70.0,15.9478316185409,3.0,Medium Fast,90.0,0.5,32.5,130.0
264.0,Galarian Linoone,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",78.0,70.0,61.0,50.0,61.0,100.0,420.0,70.0,15.9478316185409,8.0,Medium Fast,90.0,0.5,32.5,130.0
265.0,Wurmple,Bug,,"['Run Away', 'Shield Dust']",45.0,45.0,35.0,20.0,30.0,20.0,195.0,32.5,10.3077640640442,3.0,Medium Fast,255.0,0.3,3.6,40.0
266.0,Silcoon,Bug,,['Shed Skin'],50.0,35.0,55.0,25.0,25.0,15.0,205.0,34.1666666666667,14.2643689738531,3.0,Medium Fast,120.0,0.6,10.0,27.8
267.0,Beautifly,Bug,Flying,"['Rivalry', 'Swarm']",60.0,70.0,50.0,100.0,50.0,65.0,395.0,65.8333333333333,16.935334527418,3.0,Medium Fast,45.0,1.0,28.4,28.4
268.0,Cascoon,Bug,,['Shed Skin'],50.0,35.0,55.0,25.0,25.0,15.0,205.0,34.1666666666667,14.2643689738531,3.0,Medium Fast,120.0,0.7,11.5,-23.5
269.0,Dustox,Bug,Poison,['Shield Dust'],60.0,50.0,70.0,50.0,90.0,65.0,385.0,64.1666666666667,13.6676828890473,3.0,Medium Fast,45.0,1.2,31.6,21.9
270.0,Lotad,,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",40.0,30.0,30.0,40.0,50.0,30.0,220.0,36.6666666666667,7.4535599249993,3.0,Medium Slow,255.0,0.5,2.6,10.4
271.0,Lombre,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",60.0,50.0,50.0,-60.0,70.0,50.0,340.0,56.6666666666667,7.4535599249993,3.0,Medium Slow,120.0,1.2,32.5,22.6
272.0,Ludicolo,Water,Grass,"['Own Tempo', 'Rain Dish', 'Swift Swim']",80.0,70.0,70.0,90.0,100.0,70.0,480.0,80.0,11.5470053837925,3.0,Medium Slow,45.0,1.5,55.0,24.4
273.0,Seedot,Grass,,"['Chlorophyll', 'Early Bird', 'Pickpocket']",40.0,40.0,50.0,30.0,30.0,30.0,220.0,36.6666666666667,7.4535599249993,3.0,Medium Slow,255.0,0.5,4.0,16.0
274.0,Nuzleaf,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",70.0,70.0,40.0,60.0,40.0,60.0,340.0,56.6666666666667,12.4721912892465,3.0,Medium Slow,120.0,1.0,28.0,28.0
275.0,Shiftry,Grass,Dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",90.0,100.0,60.0,90.0,60.0,80.0,480.0,80.0,15.2752523165195,3.0,Medium Slow,45.0,1.3,59.6,235.0861749328362
276.0,Taillow,Normal,Flying,"['Guts', 'Scrappy']",40.0,55.0,30.0,30.0,30.0,85.0,270.0,45.0,20.0,3.0,Medium Slow,200.0,0.3,2.3,25.6
277.0,Swellow,Normal,Flying,"['Guts', 'Scrappy']",,85.0,60.0,75.0,50.0,125.0,455.0,75.8333333333333,24.7347034660931,3.0,Medium Slow,45.0,0.7,19.8,40.4
278.0,Wingull,Water,Flying,"['Hydration', 'Keen Eye', 'Rain Dish']",40.0,30.0,30.0,55.0,30.0,85.0,270.0,45.0,20.0,3.0,Medium Fast,190.0,0.6,9.5,26.4
279.0,Pelipper,Water,Flying,"['Drizzle', 'Keen Eye', 'Rain Dish']",60.0,50.0,100.0,95.0,70.0,65.0,440.0,73.3333333333333,18.1811868577262,3.0,Medium Fast,45.0,1.2,28.0,19.4
280.0,Ralts,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",28.0,25.0,25.0,45.0,35.0,40.0,198.0,33.0,7.63762615825973,3.0,Slow,235.0,0.4,6.6,41.3
281.0,Kirlia,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",38.0,35.0,35.0,65.0,55.0,50.0,278.0,46.3333333333333,11.2792828771258,3.0,Slow,120.0,0.8,20.2,31.6
282.0,Gardevoir,Psychic,Fairy,"['Synchronize', 'Telepathy', 'Trace']",68.0,65.0,-65.0,125.0,115.0,80.0,518.0,86.3333333333333,24.5062350342837,3.0,Slow,45.0,1.6,48.4,18.9
282.0,Mega Gardevoir,Psychic,Fairy,['Pixilate'],68.0,85.0,65.0,165.0,135.0,100.0,618.0,103.0,36.2169389466679,6.0,Slow,45.0,1.6,48.4,18.9
283.0,Surskit,Bug,Water,"['Rain Dish', 'Swift Swim']",40.0,30.0,32.0,50.0,52.0,65.0,269.0,44.8333333333333,12.1985882607602,3.0,Medium Fast,200.0,0.5,1.7,6.8
284.0,Masquerain,Bug,Flying,"['Intimidate', 'Unnerve']",70.0,60.0,62.0,100.0,82.0,80.0,454.0,75.6666666666667,13.6341075574784,3.0,Medium Fast,75.0,0.8,3.6,5.6
285.0,Shroomish,Grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",60.0,40.0,60.0,40.0,60.0,35.0,295.0,49.1666666666667,10.9607886983049,3.0,Fluctuating,255.0,0.4,4.5,28.1
286.0,Breloom,Grass,Fighting,"['Effect Spore', 'Poison Heal', 'Technician']",60.0,130.0,80.0,60.0,60.0,-70.0,460.0,76.6666666666667,24.9443825784929,3.0,Fluctuating,90.0,1.2,39.2,27.2
287.0,Slakoth,Normal,,['Truant'],60.0,60.0,60.0,35.0,35.0,30.0,280.0,46.6666666666667,13.4370962471643,3.0,Slow,255.0,0.8,24.0,37.5
288.0,Vigoroth,Normal,,['Vital Spirit'],80.0,80.0,80.0,55.0,55.0,90.0,440.0,73.3333333333333,13.4370962471643,3.0,Slow,120.0,1.4,46.5,23.7
289.0,Slaking,Normal,,['Truant'],150.0,160.0,100.0,95.0,65.0,100.0,670.0,111.666666666667,32.9983164553722,3.0,Slow,45.0,2.0,130.5,32.6
290.0,Nincada,Bug,Ground,['Run Away'],31.0,45.0,90.0,30.0,30.0,40.0,266.0,44.3333333333333,21.1869981094276,3.0,Erratic,255.0,0.5,5.5,22.0
291.0,Ninjask,Bug,Flying,"['Infiltrator', 'Speed Boost']",61.0,90.0,45.0,50.0,50.0,160.0,456.0,76.0,40.3938939280019,3.0,Erratic,120.0,0.8,12.0,18.8
292.0,Shedinja,Bug,Ghost,['Wonder Guard'],1.0,90.0,45.0,30.0,30.0,40.0,236.0,39.3333333333333,26.5936500357176,3.0,Erratic,45.0,0.8,1.2,1.9
293.0,Whismur,Normal,,"['Rattled', 'Soundproof']",64.0,51.0,23.0,51.0,23.0,28.0,240.0,40.0,16.0208197875972,3.0,Medium Slow,190.0,0.6,16.3,45.3
294.0,Loudred,Normal,,"['Scrappy', 'Soundproof']",84.0,71.0,43.0,71.0,43.0,48.0,360.0,60.0,16.0208197875972,3.0,Medium Slow,120.0,1.0,40.5,40.5
295.0,Exploud,Normal,,"['Scrappy', 'Soundproof']",104.0,91.0,63.0,91.0,73.0,68.0,490.0,81.6666666666667,14.6249406456535,3.0,Medium Slow,45.0,1.5,84.0,37.3
296.0,Makuhita,Fighting,,"['Guts', 'Sheer Force', 'Thick Fat']",72.0,60.0,30.0,20.0,30.0,25.0,237.0,39.5,19.3541554538898,3.0,Fluctuating,180.0,1.0,86.4,86.4
297.0,Hariyama,Fighting,,"['Guts', 'Sheer Force', 'Thick Fat']",144.0,120.0,60.0,40.0,60.0,50.0,474.0,79.0,38.7083109077797,3.0,Fluctuating,200.0,2.3,253.8,48.0
298.0,Azurill,Normal,Fairy,"['Huge Power', 'Sap Sipper', 'Thick Fat']",50.0,20.0,40.0,20.0,40.0,20.0,190.0,31.6666666666667,12.1335164821342,3.0,Fast,150.0,0.2,2.0,50.0
299.0,Nosepass,Rock,,"['Magnet Pull', 'Sand Force', 'Sturdy']",30.0,45.0,135.0,45.0,90.0,30.0,375.0,62.5,38.1608438061844,3.0,Medium Fast,255.0,1.0,97.0,97.0
300.0,Skitty,Normal,,"['Cute Charm', 'Normalize', 'Wonder Skin']",50.0,45.0,45.0,35.0,35.0,50.0,260.0,43.3333333333333,6.23609564462324,3.0,Fast,255.0,0.6,11.0,30.6
301.0,Delcatty,Normal,,"['Cute Charm', 'Normalize', 'Wonder Skin']",70.0,65.0,65.0,55.0,55.0,90.0,400.0,66.6666666666667,11.7851130197758,3.0,Fast,60.0,1.1,32.6,26.9
302.0,Sableye,Dark,Ghost,"['Keen Eye', 'Prankster', 'Stall']",50.0,75.0,75.0,65.0,65.0,50.0,380.0,63.3333333333333,10.2740233382816,3.0,Medium Slow,45.0,0.5,11.0,44.0
302.0,Mega Sableye,Dark,Ghost,['Magic Bounce'],50.0,85.0,125.0,85.0,115.0,20.0,480.0,80.0,36.0555127546399,6.0,Medium Slow,45.0,0.5,161.0,644.0
303.0,Mawile,Steel,Fairy,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",50.0,85.0,85.0,55.0,55.0,50.0,380.0,63.3333333333333,15.4560308258262,3.0,Fast,45.0,0.6,11.5,31.9
303.0,Mega Mawile,Steel,Fairy,['Huge Power'],50.0,105.0,125.0,55.0,95.0,50.0,480.0,80.0,29.7209241668783,6.0,Fast,45.0,1.0,23.5,23.5
304.0,Aron,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",50.0,70.0,100.0,40.0,40.0,30.0,330.0,55.0,23.629078131263,3.0,Slow,180.0,0.4,60.0,375.0
305.0,Lairon,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",60.0,90.0,140.0,50.0,50.0,40.0,430.0,71.6666666666667,34.3592135468138,3.0,Slow,90.0,0.9,120.0,148.1
306.0,Aggron,Steel,Rock,"['Heavy Metal', 'Rock Head', 'Sturdy']",70.0,110.0,180.0,60.0,60.0,50.0,530.0,88.3333333333333,45.2462398683274,3.0,Slow,45.0,2.1,360.0,81.6
306.0,Mega Aggron,Steel,,['Filter'],70.0,140.0,230.0,60.0,80.0,50.0,630.0,105.0,62.9152869605896,6.0,Slow,45.0,2.2,395.0,81.6
307.0,Meditite,Fighting,Psychic,"['Pure Power', 'Telepathy']",30.0,40.0,55.0,40.0,55.0,60.0,280.0,46.6666666666667,10.6718737290547,3.0,Medium Fast,180.0,0.6,11.2,31.1
308.0,Medicham,Fighting,Psychic,"['Pure Power', 'Telepathy']",60.0,60.0,75.0,60.0,75.0,80.0,410.0,68.3333333333333,8.49836585598798,3.0,Medium Fast,90.0,1.3,31.5,18.6
308.0,Mega Medicham,Fighting,Psychic,['Pure Power'],60.0,100.0,85.0,80.0,85.0,100.0,510.0,85.0,13.5400640077266,6.0,Medium Fast,90.0,1.3,31.5,18.6
309.0,Electrike,Electric,,"['Lightning Rod', 'Minus', 'Static']",40.0,45.0,40.0,65.0,40.0,65.0,295.0,49.1666666666667,11.3345587572795,3.0,Slow,120.0,0.6,15.2,42.2
310.0,Manectric,Electric,,"['Lightning Rod', 'Minus', 'Static']",70.0,75.0,60.0,105.0,60.0,105.0,475.0,79.1666666666667,19.0211870175222,3.0,Slow,45.0,1.5,628.7250959342703,17.9
310.0,Mega Manectric,Electric,,['Intimidate'],70.0,75.0,80.0,135.0,80.0,135.0,575.0,95.8333333333333,27.9011150713053,6.0,Slow,45.0,1.8,44.0,13.6
311.0,Plusle,Electric,,"['Lightning Rod', 'Plus']",60.0,50.0,40.0,85.0,75.0,95.0,405.0,67.5,19.3110503770941,3.0,Medium Fast,200.0,0.4,4.2,26.3
312.0,Minun,Electric,,"['Minus', 'Volt Absorb']",60.0,40.0,50.0,75.0,85.0,95.0,405.0,67.5,19.3110503770941,3.0,Medium Fast,200.0,0.4,4.2,26.3
313.0,Volbeat,Bug,,"['Illuminate', 'Prankster', 'Swarm']",65.0,73.0,75.0,47.0,85.0,85.0,430.0,71.6666666666667,13.0469238605206,3.0,Erratic,150.0,0.7,17.7,36.1
314.0,Illumise,Bug,,"['Oblivious', 'Prankster', 'Tinted Lens']",65.0,47.0,75.0,73.0,85.0,85.0,430.0,71.6666666666667,13.0469238605206,3.0,Fluctuating,150.0,0.6,17.7,49.2
315.0,Roselia,Grass,Poison,"['Leaf Guard', 'Natural Cure', 'Poison Point']",50.0,60.0,45.0,100.0,80.0,65.0,400.0,66.6666666666667,18.6338998124983,3.0,Medium Slow,150.0,0.3,2.0,22.2
316.0,Gulpin,Poison,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",70.0,43.0,53.0,43.0,53.0,40.0,302.0,50.3333333333333,10.1269716873089,3.0,Fluctuating,225.0,0.4,10.3,64.4
317.0,Swalot,Poison,,"['Gluttony', 'Liquid Ooze', 'Sticky Hold']",100.0,73.0,83.0,73.0,83.0,55.0,467.0,77.8333333333333,13.6188186793944,3.0,Fluctuating,75.0,1.7,80.0,27.7
318.0,Carvanha,Water,Dark,"['Rough Skin', 'Speed Boost']",45.0,90.0,20.0,65.0,20.0,65.0,305.0,50.8333333333333,25.3995844235469,3.0,Slow,225.0,0.8,20.8,32.5
319.0,Sharpedo,Water,Dark,"['Rough Skin', 'Speed Boost']",70.0,120.0,40.0,95.0,40.0,95.0,460.0,76.6666666666667,29.6741563579414,3.0,Slow,60.0,1.8,88.8,27.4
319.0,Mega Sharpedo,Water,Dark,['Strong Jaw'],70.0,140.0,417.8526969276474,110.0,65.0,105.0,560.0,93.3333333333333,27.3353657780945,6.0,Slow,60.0,2.5,130.3,20.8
320.0,Wailmer,Water,,"['Oblivious', 'Pressure', 'Water Veil']",130.0,70.0,35.0,70.0,35.0,60.0,400.0,66.6666666666667,31.8416219575713,3.0,Fluctuating,125.0,2.0,130.0,32.5
321.0,Wailord,Water,,"['Oblivious', 'Pressure', 'Water Veil']",170.0,90.0,45.0,90.0,45.0,60.0,500.0,83.3333333333333,42.9793231940921,3.0,Fluctuating,60.0,14.5,398.0,1.9
322.0,Numel,Fire,Ground,"['Oblivious', 'Own Tempo', 'Simple']",60.0,60.0,40.0,65.0,45.0,35.0,305.0,50.8333333333333,11.3345587572795,3.0,Medium Fast,255.0,0.7,24.0,49.0
323.0,Camerupt,Fire,Ground,"['Anger Point', 'Magma Armor', 'Solid Rock']",70.0,100.0,70.0,105.0,75.0,40.0,460.0,76.6666666666667,21.5380799722001,3.0,Medium Fast,150.0,1.9,220.0,60.9
323.0,Mega Camerupt,Fire,Ground,['Sheer Force'],70.0,120.0,100.0,145.0,105.0,20.0,560.0,93.3333333333333,39.7562014729219,6.0,Medium Fast,150.0,2.5,320.5,51.3
324.0,Torkoal,Fire,,"['Drought', 'Shell Armor', 'White Smoke']",70.0,85.0,140.0,85.0,70.0,20.0,470.0,78.3333333333333,35.1978534699048,3.0,Medium Fast,90.0,0.5,80.4,321.6
